season,player_id,position,points
1987,AberWa00,RB,90.8
1987,AdamCu00,RB,46.1
1987,AdamDa20,RB,12.2
1987,AdamGe00,RB,76.2
1987,AdamTo00,QB,29.38
1987,AikeCa20,WR,35.5
1987,AlexVi20,RB,15.6
1987,AlleAn00,WR,58.2
1987,AlleMa00,RB,172.82
1987,AlstLy20,WR,21.9
1987,AndeAl00,RB,54.3
1987,AndeGa00,RB,129.8
1987,AndeNe00,RB,164.8
1987,AndeOt00,RB,3.2
1987,AndrMi20,TE,7.3
1987,ArchDa00,QB,0.6
1987,ArnoWa00,TE,4.1
1987,AustCl00,RB,16.8
1987,AwalRo00,TE,108.7
1987,BadaRi00,RB,21.2
1987,BailCl20,RB,5.5
1987,BailEr20,TE,10.9
1987,BailSt00,WR,60.5
1987,BakeSt00,WR,49.0
1987,BankCh00,RB,34.0
1987,BankFr00,WR,7.5
1987,BankGo00,WR,36.6
1987,BarkRo00,WR,28.5
1987,BarnMi21,WR,34.5
1987,BartSt01,RB,8.0
1987,BatyGr00,TE,38.5
1987,BavaMa00,TE,162.2
1987,BeacPa00,TE,37.9
1987,BeecEa20,RB,2.2
1987,BelkVe20,TE,1.2
1987,BellGr00,RB,28.7
1987,BellMa00,WR,9.4
1987,BengBr20,WR,4.3
1987,BennBe20,QB,0.7
1987,BennLe20,WR,29.4
1987,BennWo00,RB,14.0
1987,BensCl00,TE,2.1
1987,BentAl00,RB,178.8
1987,BernKa00,RB,46.3
1987,BernRo00,RB,19.5
1987,BeveDw20,RB,35.0
1987,BlacTo00,QB,10.26
1987,BlanCa00,WR,8.4
1987,BleiBo20,QB,14.74
1987,BligDe00,RB,32.4
1987,BlouAl20,RB,31.5
1987,BlouEd20,QB,0.0
1987,BoddTo20,RB,19.7
1987,BonoSt00,QB,42.92
1987,BoonGr20,RB,0.2
1987,BosoCa00,TE,39.3
1987,BouzMa00,WR,101.9
1987,BoweSa20,TE,1.1
1987,BowmKe21,WR,21.7
1987,BoyeMa00,TE,12.3
1987,BradDa21,RB,20.5
1987,BradSt20,QB,4.78
1987,BranJo20,TE,6.0
1987,BranRe00,RB,6.9
1987,BreeAd20,QB,6.16
1987,BrenBr00,WR,118.2
1987,BrenHo00,TE,50.0
1987,BrewCh00,RB,31.6
1987,BrigWa20,QB,-1.6
1987,BrimJa20,WR,58.8
1987,BrisBu00,QB,-5.2
1987,BrooBi00,WR,115.5
1987,BrooJa00,RB,85.2
1987,BrouWa20,WR,17.5
1987,BrowCh00,WR,12.8
1987,BrowEd00,WR,100.8
1987,BrowEr20,WR,9.4
1987,BrowGo20,RB,14.5
1987,BrowJi20,RB,1.9
1987,BrowLa21,WR,6.0
1987,BrowMa20,WR,22.5
1987,BrowRe20,RB,22.9
1987,BrowRo01,WR,79.3
1987,BrowRo23,WR,3.5
1987,BrowTo00,RB,1.4
1987,BryaCu00,RB,0.2
1987,BryaKe00,RB,147.1
1987,BryaSt00,WR,1.7
1987,BurbCo00,WR,32.3
1987,BurkCh00,WR,128.5
1987,BursTo20,RB,3.6
1987,BuscMi20,QB,19.12
1987,ButlJe21,RB,1.8
1987,ButlRa00,WR,93.0
1987,ByarKe00,RB,94.8
1987,ByneEa00,RB,184.4
1987,BynuRe20,WR,3.4
1987,ByrdSy20,TE,16.0
1987,ByruCa00,RB,31.8
1987,CaldSc20,RB,10.7
1987,CalhRi20,RB,5.8
1987,CampSc00,QB,107.32
1987,CaraJo00,TE,3.9
1987,CarrMa00,WR,73.3
1987,CarrPa00,RB,60.12
1987,CarsCa00,WR,173.2
1987,CartAn00,WR,153.2
1987,CartCr00,WR,22.9
1987,CartGe00,WR,107.6
1987,CartMa00,RB,17.1
1987,CartRo00,RB,45.2
1987,CartSt20,WR,1.7
1987,CarvMe00,RB,0.3
1987,CateMi20,WR,5.6
1987,CavaMa00,QB,-0.2
1987,ChadJe00,WR,56.0
1987,ChanTh00,TE,11.0
1987,ChanWe00,WR,93.2
1987,ChavEd20,WR,14.3
1987,CherTo20,RB,12.5
1987,ChetJo20,RB,1.4
1987,ChirJo20,RB,12.0
1987,ChriJe20,QB,13.98
1987,ChriTo00,TE,101.8
1987,ClarDa23,RB,1.1
1987,ClarDw00,WR,71.0
1987,ClarGa00,WR,176.6
1987,ClarJe00,RB,50.0
1987,ClarRo00,WR,5.3
1987,ClayMa00,WR,143.4
1987,ClemTo21,RB,7.8
1987,ClinJo20,WR,36.5
1987,CobbEr20,RB,2.3
1987,CoffPa00,TE,12.7
1987,CoffWa20,WR,8.1
1987,ColbDa21,WR,3.6
1987,ColeCh20,TE,1.0
1987,CollCr00,WR,64.9
1987,CollRe20,QB,12.4
1987,CollTo01,RB,140.1
1987,CookKe20,RB,0.3
1987,CosbDo00,TE,77.6
1987,CoviJa20,RB,1.4
1987,CoxxAr00,TE,15.6
1987,CraiRo00,RB,187.7
1987,CribJo00,RB,47.5
1987,CrocJi20,QB,8.06
1987,CunnRa00,QB,248.14
1987,DaniGa00,QB,27.24
1987,DarrCh20,WR,4.3
1987,DaugRo20,WR,3.1
1987,DaveRo00,RB,61.8
1987,DaviEl20,RB,4.3
1987,DaviJo01,RB,0.7
1987,DaviKe00,RB,77.3
1987,DawsLi00,TE,14.1
1987,DawsSt20,WR,20.7
1987,DebeSt00,QB,116.84
1987,DennGl00,TE,1.8
1987,DickEr00,RB,190.9
1987,DidiCl00,TE,30.3
1987,DilsSt00,QB,37.44
1987,DiReFr20,RB,0.5
1987,DiRiRo20,RB,12.2
1987,DixoDw20,WR,2.3
1987,DixoFl00,WR,107.7
1987,DollTo20,RB,6.2
1987,DorsTo00,RB,84.8
1987,DougLe20,WR,19.7
1987,DoziDJ00,RB,82.6
1987,DresCh00,TE,1.3
1987,DrewWi00,WR,20.3
1987,DrivSt20,RB,3.1
1987,DuboDo00,RB,9.0
1987,DudeJo20,RB,35.0
1987,DuncCu00,WR,60.2
1987,DupaRe00,RB,51.4
1987,DupeMa00,WR,124.2
1987,EasoTo00,QB,28.62
1987,EdwaKe00,WR,99.2
1987,EdwaSt00,RB,18.6
1987,EllaHe00,WR,123.8
1987,ElleGa00,RB,50.9
1987,ElliCr20,RB,32.2
1987,ElwaJo00,QB,234.32
1987,EmerLa20,RB,6.1
1987,EppsPh00,WR,80.6
1987,EsiaBo00,QB,182.94
1987,EspiAl21,QB,-0.74
1987,EsteRi20,WR,3.9
1987,EvanJo20,TE,1.3
1987,EvanVi00,QB,57.6
1987,EverJi00,QB,110.86
1987,EverMa00,RB,17.6
1987,FaaoNu00,RB,18.4
1987,FarmGe00,WR,1.0
1987,FennRi00,RB,35.6
1987,FernMe00,WR,30.6
1987,FerrEa00,RB,130.9
1987,FincSt20,WR,6.9
1987,FlagTe00,RB,4.9
1987,FlowKe00,RB,14.6
1987,FlutDo00,QB,16.26
1987,FontHe00,RB,9.86
1987,FostDe20,RB,2.3
1987,FourJo00,QB,47.28
1987,FoutDa00,QB,122.68
1987,FowlTo00,TE,1.1
1987,FraiTo20,TE,3.2
1987,FranBy00,WR,1.2
1987,FranJo00,TE,60.8
1987,FranJo21,RB,33.6
1987,FranRu00,TE,31.2
1987,FreePh00,WR,30.2
1987,FryaIr00,WR,97.4
1987,FryePh20,RB,4.4
1987,GadbDe20,WR,6.6
1987,GaffDe00,WR,1.5
1987,GaglBo00,QB,11.16
1987,GainSh20,WR,16.0
1987,GalbTo00,RB,45.2
1987,GannRi00,QB,-1.28
1987,GarrGr00,WR,42.2
1987,GarzSa20,QB,16.42
1987,GaulWi00,WR,131.6
1987,GehrMa20,TE,14.9
1987,GentDe00,WR,36.9
1987,GileJi00,TE,28.2
1987,GillWi20,WR,3.8
1987,GillWi21,QB,1.12
1987,GiviEr00,WR,154.5
1987,GladCh21,RB,4.7
1987,GladTo20,WR,8.0
1987,GlasBr20,TE,2.6
1987,GonzLe20,WR,5.5
1987,GothPr00,TE,7.9
1987,GranNo20,RB,5.6
1987,GranOt00,WR,38.0
1987,GreeBo00,RB,7.7
1987,GreeRo01,WR,122.0
1987,GreeTe00,WR,20.1
1987,GrifKe00,RB,33.0
1987,GrifSt21,RB,-0.2
1987,GrigBi00,TE,8.7
1987,GrogSt00,QB,85.02
1987,GrymDa20,WR,30.5
1987,GumaMi00,RB,53.1
1987,GustJi00,WR,7.3
1987,HaddMi00,RB,25.8
1987,HageMi20,RB,0.3
1987,HallRo00,TE,30.9
1987,HallSh20,QB,7.62
1987,HampLo00,RB,68.7
1987,HansBr21,RB,7.1
1987,HarbJi00,QB,3.98
1987,HardAn00,RB,6.0
1987,HardBr00,TE,55.2
1987,HardDe20,WR,3.9
1987,HargJi21,RB,10.9
1987,HarmRo00,RB,148.2
1987,HarpMi00,WR,37.5
1987,HarrFr20,RB,2.3
1987,HarrLe00,WR,23.1
1987,HarrSa20,RB,4.3
1987,HarrSt20,RB,3.0
1987,HarrWi00,TE,1.3
1987,HawkFr00,RB,3.5
1987,HawtGr00,RB,5.6
1987,HayeJo00,TE,49.7
1987,HearHe00,RB,83.4
1987,HebeBo00,QB,136.26
1987,HectJo00,RB,150.4
1987,HeimLa20,RB,26.4
1987,HellRo00,TE,40.5
1987,HenrBe00,WR,1.8
1987,HerrMa00,QB,10.1
1987,HestJe00,WR,3.5
1987,HighAl00,RB,30.1
1987,HilgRu00,QB,25.04
1987,HillBr00,WR,64.1
1987,HillDa00,RB,141.62
1987,HillDa01,TE,16.0
1987,HillDr00,WR,159.4
1987,HillIr00,WR,9.0
1987,HillLo00,WR,52.8
1987,HiltCa00,TE,14.6
1987,HogeGa00,QB,72.1
1987,HogeMe00,RB,20.0
1987,HoheMi20,QB,33.32
1987,HoldMi20,QB,17.82
1987,HollJa00,WR,18.5
1987,HollSt21,TE,17.7
1987,HolmDo00,WR,18.7
1987,HolmRo00,TE,69.8
1987,HolmSc20,WR,23.0
1987,HolmWa20,RB,0.7
1987,HoloPe00,TE,33.9
1987,HoltHa00,TE,9.1
1987,HonsTo20,QB,36.98
1987,HornMa20,QB,2.72
1987,HortEt00,TE,21.4
1987,HousKe00,WR,15.3
1987,HowaBo00,RB,33.3
1987,HudsDo20,QB,0.0
1987,HuntEd20,RB,39.3
1987,HuntHe00,RB,17.6
1987,HuntSt20,WR,14.0
1987,HuntTo20,RB,0.0
1987,IngrKe20,QB,5.6
1987,IngrMa00,WR,4.2
1987,IsomRi20,RB,11.7
1987,JackAn20,RB,38.6
1987,JackBo00,RB,113.0
1987,JackEa00,RB,84.3
1987,JackKe01,WR,78.3
1987,JackMa00,WR,68.6
1987,JameAr20,RB,1.9
1987,JameCr00,RB,1.0
1987,JameGa00,RB,80.5
1987,JameLi00,WR,120.0
1987,JeanGa20,RB,1.8
1987,JeffHa00,WR,12.4
1987,JenkKe21,RB,16.8
1987,JennSt00,RB,94.6
1987,JensJi00,WR,42.9
1987,JessTi20,RB,11.0
1987,JohnBi00,RB,29.9
1987,JohnDa01,TE,42.3
1987,JohnDa02,TE,17.5
1987,JohnKe20,WR,2.0
1987,JohnRi00,WR,1.0
1987,JohnTr01,WR,51.2
1987,JohnTr02,WR,38.1
1987,JohnVa00,WR,130.6
1987,JoneBr00,TE,4.5
1987,JoneCe00,WR,69.3
1987,JoneE.20,RB,3.8
1987,JoneHa00,WR,34.4
1987,JoneJa00,RB,75.4
1987,JoneJo22,TE,10.0
1987,JoneMi00,WR,73.5
1987,JoneRo00,TE,17.6
1987,JordBu00,RB,17.9
1987,JordSt00,TE,78.5
1987,JumaKe20,WR,13.0
1987,JunkTr20,TE,2.5
1987,KabxVy00,TE,7.9
1987,KamaJo20,RB,14.6
1987,KarcKe00,QB,37.42
1987,KattEr00,TE,42.7
1987,KayxCl00,TE,59.5
1987,KearTi21,WR,7.1
1987,KeelMa20,TE,19.7
1987,KellJi00,QB,183.22
1987,KellMi21,QB,17.9
1987,KempJe00,QB,34.74
1987,KempPe00,WR,40.4
1987,KennBi00,QB,126.08
1987,KielBl00,QB,8.8
1987,KindDo20,TE,11.9
1987,KingBr00,RB,3.6
1987,KinnLa00,RB,120.9
1987,KlevRo00,TE,22.2
1987,KnapKe20,WR,8.2
1987,KoneMa20,RB,10.2
1987,KosaBe00,QB,199.52
1987,KossSt20,TE,3.5
1987,KowgNi20,RB,1.0
1987,KozlGl00,WR,45.4
1987,KramEr00,QB,29.36
1987,KramTo00,QB,44.48
1987,KrieDa00,QB,174.74
1987,KubiGa00,QB,-2.7
1987,KuriJa20,TE,10.6
1987,LacyKe00,RB,4.9
1987,LaneEr00,RB,9.0
1987,LangGe00,RB,75.8
1987,LangRe00,WR,44.8
1987,LargSt00,WR,171.5
1987,LathGr20,WR,12.3
1987,LaveRo20,RB,1.1
1987,LeBlMi20,RB,24.3
1987,LeexDa20,TE,18.4
1987,LewiDa01,TE,14.3
1987,LewiLe00,WR,61.6
1987,LinnLa20,WR,33.3
1987,LippLo00,WR,21.9
1987,LittDa20,TE,1.3
1987,LockCh00,WR,21.1
1987,LoftJa00,WR,138.6
1987,LogaMa00,RB,29.2
1987,LomaNe00,QB,218.18
1987,LongCh00,QB,114.32
1987,LoveEd20,WR,30.6
1987,MackKe00,RB,147.8
1987,MackKy00,QB,47.96
1987,MageCa00,TE,77.4
1987,MajkDo00,QB,61.7
1987,MaloMa00,QB,96.04
1987,MandPe00,WR,143.3
1987,ManoTi00,RB,12.9
1987,ManuDa20,QB,-0.68
1987,ManuLi00,WR,104.5
1987,MargKe00,WR,1.2
1987,MariDa00,QB,213.3
1987,MarsHe00,WR,17.6
1987,MartEr00,WR,141.8
1987,MasoLa00,RB,43.8
1987,MassRi20,WR,54.9
1987,MathBr00,QB,23.54
1987,MattAu00,WR,87.3
1987,MayeRu00,RB,136.0
1987,MayxDe20,QB,-2.4
1987,MayxMa20,TE,2.7
1987,McAdDe00,RB,43.2
1987,McClBr20,QB,1.64
1987,McClDa22,RB,16.7
1987,McDoJa00,TE,17.1
1987,McDoKe00,WR,13.6
1987,McEwCr00,TE,22.4
1987,McFaTh20,WR,12.1
1987,McGeBu00,RB,14.1
1987,McGeTi00,WR,57.3
1987,McGoRe20,WR,19.1
1987,McGuMo20,QB,0.92
1987,McInJo20,RB,10.1
1987,McKeKe01,TE,12.5
1987,McKiDe01,WR,60.1
1987,McLeCh20,RB,7.7
1987,McMaJi00,QB,118.36
1987,McNeFr00,RB,97.2
1987,McSwCh20,RB,2.3
1987,MeehGr20,WR,5.9
1987,MerkGu00,WR,2.0
1987,MetzPe00,TE,43.0
1987,MichBo00,TE,49.5
1987,MiddFr00,RB,21.7
1987,MiddRo00,TE,0.6
1987,MillCh00,QB,10.18
1987,MillHu00,QB,0.0
1987,MillLa20,QB,-2.02
1987,MillMa20,QB,-1.64
1987,MillSo00,WR,12.2
1987,MitcSt00,RB,170.98
1987,MoblOr00,TE,36.8
1987,MoblSt00,WR,20.7
1987,MoffTi00,WR,16.6
1987,MonkAr00,WR,109.6
1987,MonrCa00,RB,16.7
1987,MontDa20,WR,7.2
1987,MontJo01,QB,240.26
1987,MoonWa00,QB,189.44
1987,MoorAl00,RB,1.5
1987,MoorEm00,TE,44.9
1987,MoorLe20,RB,2.4
1987,MoorMa21,WR,19.7
1987,MoorRi00,RB,5.8
1987,MorgSt00,WR,105.2
1987,MoriLa00,RB,25.4
1987,MorrJo00,RB,100.7
1987,MorrLa21,RB,1.8
1987,MorrLe20,WR,40.1
1987,MorrRa00,RB,7.1
1987,MorrRo00,WR,53.9
1987,MorsBo00,RB,2.7
1987,MortMi00,RB,11.2
1987,MoslAn20,RB,10.6
1987,MowaZe00,TE,11.4
1987,MuelJa00,RB,50.2
1987,MuelVa00,RB,38.5
1987,MuhaCa00,WR,9.7
1987,MulaMi00,TE,1.1
1987,MullGa20,WR,4.3
1987,MurrWa00,WR,61.9
1987,NashKe20,WR,3.2
1987,NathTo00,RB,14.7
1987,NattRi00,WR,91.8
1987,NealFr20,WR,78.0
1987,NelsDa00,RB,102.1
1987,NeuhRi20,QB,26.78
1987,NewsOz00,TE,54.5
1987,NewsTi00,RB,80.5
1987,NichMa00,WR,12.2
1987,NoblJa20,WR,24.8
1987,NorrDa20,QB,11.54
1987,NovaJa00,TE,53.4
1987,NugeTe20,QB,1.98
1987,OBriKe00,QB,149.94
1987,OkoyCh00,RB,112.9
1987,OlivDa20,RB,0.7
1987,ONeaKe20,TE,8.5
1987,OrrxTe00,TE,5.0
1987,PaigSt00,WR,116.2
1987,PaigTo00,RB,2.4
1987,PalmPa00,RB,20.2
1987,PardCu20,WR,24.5
1987,ParkFr21,RB,7.0
1987,ParkKa20,RB,2.2
1987,ParkRi22,WR,6.1
1987,ParkRo20,RB,28.9
1987,ParrRi00,RB,10.4
1987,PaskKe20,WR,30.8
1987,PattMa00,WR,17.7
1987,PaynRu20,TE,1.3
1987,PaytSe20,QB,3.96
1987,PaytWa00,RB,119.5
1987,PeasBr00,QB,40.42
1987,PellSt00,QB,53.88
1987,PerrBo00,RB,21.5
1987,PerrMa20,TE,6.8
1987,PickCl20,WR,1.5
1987,PierSt20,WR,3.1
1987,PinkAl00,RB,28.1
1987,PippWo20,RB,3.8
1987,PleaMa20,WR,5.5
1987,PollFr00,RB,86.3
1987,PoolNa00,RB,20.0
1987,PortKe20,RB,0.0
1987,PortRi00,RB,29.2
1987,PruiJa00,WR,71.4
1987,QuarBe20,QB,4.4
1987,QuicMi00,WR,168.0
1987,RamsTo00,QB,61.42
1987,RathTo00,RB,97.6
1987,ReavJo00,QB,7.32
1987,ReddBa00,RB,11.7
1987,RediCo20,WR,2.3
1987,ReedAn00,WR,133.8
1987,ReedDa20,RB,0.8
1987,ReilDa20,WR,9.5
1987,RenfMi00,WR,113.2
1987,RepkJa20,TE,7.1
1987,RiceAl00,RB,54.7
1987,RiceDa20,RB,5.9
1987,RiceJe00,WR,283.4
1987,RickHa20,RB,15.3
1987,RiddRo00,RB,88.6
1987,RiggGe00,RB,131.9
1987,RileEr20,TE,6.2
1987,RiorTi20,QB,0.3
1987,RishAl20,QB,40.96
1987,RobiJa21,RB,13.3
1987,RobiSt00,WR,20.8
1987,RobiTo20,QB,2.08
1987,RodeJe20,RB,6.2
1987,RogeGe00,RB,101.6
1987,RollBu00,TE,13.6
1987,RomeTa20,WR,7.9
1987,RossAl20,RB,18.0
1987,RothPe20,RB,1.0
1987,RousLe00,RB,39.9
1987,RoziMi00,RB,146.4
1987,RubbEd20,QB,38.38
1987,RubiRo00,TE,27.2
1987,RussWa20,TE,9.7
1987,RutlJe00,QB,43.02
1987,RyanPa00,QB,31.06
1987,SaliSe00,QB,-1.28
1987,SampLa20,TE,10.4
1987,SandCh21,RB,14.1
1987,SandRi00,WR,99.1
1987,SandTh00,RB,25.0
1987,SargBr00,RB,11.9
1987,SartMa20,RB,16.1
1987,ScheEd20,TE,1.5
1987,SchrJa00,QB,133.12
1987,ScotCh22,WR,1.6
1987,ScotMa00,TE,6.5
1987,ScotPa00,WR,12.1
1987,ScotRo20,RB,39.6
1987,ScotWi00,TE,12.0
1987,SettJo00,RB,28.0
1987,SeurFr00,QB,8.9
1987,SeweSt00,RB,53.7
1987,SharDa20,TE,1.6
1987,ShepJo20,RB,4.9
1987,SherTi00,TE,19.1
1987,ShulMi00,TE,82.9
1987,SianMi20,WR,24.2
1987,SimmPh00,QB,143.6
1987,SkanPa00,WR,36.2
1987,SlauWe00,WR,146.1
1987,SmitCh22,RB,14.5
1987,SmitJe00,RB,84.6
1987,SmitJe22,TE,10.2
1987,SmitJi23,RB,1.3
1987,SmitJT00,WR,205.2
1987,SmitPh20,WR,11.0
1987,SmitSt00,RB,7.9
1987,SmitTi00,RB,12.9
1987,SmitWi22,TE,8.3
1987,SnydLo20,QB,1.76
1987,SohnKu00,WR,49.6
1987,SpagJo00,TE,65.0
1987,SpenTi00,RB,43.6
1987,SpenTo00,RB,8.1
1987,SpivSe20,WR,4.4
1987,StalJo00,WR,84.6
1987,StanSc00,QB,-1.68
1987,StanWa00,WR,108.0
1987,StarSt00,WR,56.7
1987,SteeAn20,RB,1.2
1987,SterJo20,RB,2.0
1987,StevMa20,QB,16.58
1987,StevMa21,QB,15.3
1987,StocRa20,RB,1.1
1987,StonDw00,WR,16.2
1987,StouCl00,QB,-0.2
1987,StraSt00,RB,17.0
1987,StraTr00,RB,173.84
1987,StreEr20,WR,26.7
1987,StroDo00,QB,2.56
1987,SuheMa00,RB,11.3
1987,SummDo20,TE,17.8
1987,SwanSh20,WR,17.7
1987,SweeCa00,WR,29.7
1987,SweeKe00,QB,26.44
1987,SweeTo20,TE,6.0
1987,SydnHa00,RB,19.3
1987,TaglJo20,RB,28.2
1987,TatuMo00,RB,50.5
1987,TautJu00,RB,37.0
1987,TaylGe20,WR,3.1
1987,TaylJo00,WR,19.6
1987,TaylLe21,WR,27.8
1987,TealJi00,WR,38.8
1987,TennDe00,TE,32.7
1987,TestVi00,QB,62.24
1987,ThomAn20,RB,2.7
1987,ThomCa00,RB,8.8
1987,ThomCu20,WR,1.9
1987,ThomDe21,RB,0.2
1987,ThomLa20,RB,14.1
1987,ThomWe00,WR,45.8
1987,TiceJo00,TE,62.1
1987,TiceMi00,TE,29.6
1987,TillSp00,RB,8.9
1987,TinsKe20,WR,2.2
1987,TinsSc20,QB,29.68
1987,TomcMi00,QB,60.2
1987,ToneAn00,RB,136.9
1987,ToonAl00,WR,161.6
1987,TottWi20,QB,11.3
1987,TrahJo20,WR,6.0
1987,TrudJa00,QB,76.18
1987,TruvEr20,WR,32.7
1987,TurnDa00,WR,58.3
1987,TurnOd00,WR,30.5
1987,TyrrTi20,RB,13.3
1987,ValeIr20,RB,3.0
1987,VanRJe20,QB,7.56
1987,VaraMi20,RB,12.2
1987,VerdCl00,WR,8.6
1987,VersDa00,WR,0.9
1987,VickRo00,RB,49.0
1987,VitaLi20,RB,48.4
1987,VlasMa00,QB,-1.68
1987,WalkAd20,RB,3.7
1987,WalkDw20,RB,2.5
1987,WalkHe00,RB,238.6
1987,WalkWe00,WR,29.5
1987,WallHe00,WR,1.8
1987,WallRa00,RB,17.1
1987,WaltDa20,QB,11.52
1987,WaltJo21,WR,12.4
1987,WareTi20,WR,4.8
1987,WarnCu00,RB,183.7
1987,WarrDo00,TE,7.8
1987,WateMi20,TE,22.5
1987,WatsLo20,WR,1.4
1987,WatsRe20,WR,1.8
1987,WatsSt00,WR,28.2
1987,WeatCl00,WR,32.8
1987,WeigLe20,RB,4.8
1987,WestCl20,RB,11.3
1987,WestEd00,TE,41.6
1987,WheeMa21,TE,2.7
1987,WheeRo20,TE,7.6
1987,WhisKe00,TE,29.0
1987,WhitCh00,RB,227.0
1987,WhitDa01,QB,126.08
1987,WhitGe22,RB,6.7
1987,WhitTo20,QB,-0.6
1987,WildJa00,RB,107.6
1987,WillAl20,WR,37.8
1987,WillAl22,RB,0.9
1987,WillDa00,WR,12.4
1987,WillDe00,WR,4.5
1987,WillDo00,WR,73.5
1987,WillDo01,QB,87.14
1987,WillGe00,RB,21.1
1987,WillJa00,TE,40.3
1987,WillJo00,RB,135.0
1987,WillKe20,RB,31.8
1987,WillLe21,RB,3.5
1987,WillMi01,RB,16.4
1987,WillOl20,WR,28.0
1987,WillSc00,RB,12.5
1987,WillVa00,RB,16.9
1987,WilsBr21,RB,4.0
1987,WilsDa00,QB,17.72
1987,WilsMa00,QB,123.9
1987,WilsMi00,WR,89.5
1987,WilsTe20,WR,28.5
1987,WilsWa00,QB,170.54
1987,WilsWa02,RB,20.1
1987,WindSa00,RB,130.5
1987,WinsKe00,TE,96.4
1987,WittMa20,TE,2.4
1987,WoldAl20,RB,3.9
1987,WolfRo00,RB,25.5
1987,WomaJe20,RB,15.1
1987,WonsGe00,RB,20.4
1987,WoodCa20,RB,8.0
1987,WoodCh20,WR,1.9
1987,WoolBu00,RB,34.3
1987,WordBa00,RB,33.7
1987,WrigAd20,RB,33.5
1987,WrigDa20,RB,12.2
1987,WrigRa00,QB,69.28
1987,YounMi00,WR,13.6
1987,YounSt00,QB,87.8
1987,YounTh20,TE,2.0
1987,ZachKe20,RB,0.3
1987,ZornJi00,QB,4.36
1988,AberWa00,RB,1.7
1988,AdamCu00,RB,20.9
1988,AdamGe00,RB,38.5
1988,AgeeTo00,RB,2.8
1988,AlexRa00,WR,141.8
1988,AlleAn00,WR,13.3
1988,AlleMa00,RB,179.24
1988,AlleMa01,RB,4.0
1988,AndeAl00,RB,113.7
1988,AndeFl00,WR,37.4
1988,AndeGa00,RB,164.1
1988,AndeNe00,RB,239.2
1988,AndeOt00,RB,79.0
1988,ArchDa00,QB,0.1
1988,AwalRo00,TE,88.9
1988,BailSt00,WR,64.2
1988,BakeSt00,WR,127.6
1988,BakeTo20,RB,1.9
1988,BankFr00,WR,66.5
1988,BavaMa00,TE,117.7
1988,BeacPa00,TE,36.5
1988,BellGr00,RB,253.6
1988,BellMa00,WR,8.9
1988,BennWo00,RB,14.1
1988,BensCl00,TE,1.0
1988,BentAl00,RB,79.2
1988,BernRo00,TE,49.2
1988,BeueSt00,QB,89.82
1988,BlacTo00,QB,30.26
1988,BladBr00,WR,138.6
1988,BlanCa00,WR,53.6
1988,BoltSc20,WR,4.3
1988,BonoSt00,QB,4.4
1988,BosoCa00,TE,8.0
1988,BouzMa00,WR,70.7
1988,BoyeMa00,TE,51.1
1988,BrenBr00,WR,86.9
1988,BrenHo00,TE,9.2
1988,BrisBu00,QB,178.26
1988,BrooBi00,WR,137.9
1988,BrooJa00,RB,220.3
1988,BrowEd00,WR,207.3
1988,BrowRo01,WR,5.0
1988,BrowTi00,WR,135.0
1988,BryaKe00,RB,151.5
1988,BurbCo00,WR,6.0
1988,BurkCh00,WR,52.9
1988,ButlRa00,WR,57.2
1988,ByarKe00,RB,218.2
1988,ByneEa00,RB,174.7
1988,ByruCa00,RB,10.1
1988,CaraJo00,TE,2.5
1988,CarlCo00,QB,44.6
1988,CarrMa00,WR,155.5
1988,CarrPa00,RB,44.5
1988,CarsCa00,WR,112.2
1988,CartAn00,WR,198.6
1988,CartCr00,WR,131.7
1988,CartMa00,RB,61.5
1988,CartPa00,TE,21.0
1988,CartRo00,RB,106.14
1988,CavaMa00,QB,6.04
1988,ChadJe00,WR,58.4
1988,ChanCh00,QB,104.66
1988,ChanTh00,TE,33.6
1988,ChanWe00,WR,5.3
1988,ChriTo00,TE,26.5
1988,ClacDa00,RB,32.5
1988,ClarGa00,WR,161.3
1988,ClarLo00,WR,8.5
1988,ClarRo00,WR,46.0
1988,ClayMa00,WR,240.3
1988,ColbDa21,WR,0.2
1988,CollCr00,WR,35.2
1988,CollPa20,RB,2.9
1988,CosbDo00,TE,17.2
1988,CoxxAa00,WR,103.0
1988,CoxxAr00,TE,23.4
1988,CraiPa20,WR,3.9
1988,CraiRo00,RB,301.6
1988,CribJo00,RB,2.1
1988,CunnRa00,QB,314.72
1988,DaniGa00,QB,11.26
1988,DaveRo00,RB,70.5
1988,DaviKe00,RB,31.7
1988,DaviWe00,WR,29.8
1988,DawsLi00,TE,26.6
1988,DebeSt00,QB,158.4
1988,DelpRo00,RB,72.9
1988,DickEr00,RB,311.6
1988,DidiCl00,TE,12.2
1988,DilsSt00,QB,26.74
1988,DixoFl00,WR,69.7
1988,DorsTo00,RB,124.78
1988,DoziDJ00,RB,36.1
1988,DrewWi00,WR,28.7
1988,DuboDo00,RB,32.3
1988,DuncCu00,WR,47.2
1988,DunnKD00,TE,9.7
1988,DupaRe00,RB,67.3
1988,DupeMa00,WR,88.1
1988,EarlQu00,WR,82.3
1988,EasoTo00,QB,7.76
1988,EdmuFe00,TE,91.2
1988,EdwaKe00,WR,11.8
1988,EllaHe00,WR,245.1
1988,ElwaJo00,QB,191.76
1988,EppsPh00,WR,15.4
1988,EsiaBo00,QB,257.68
1988,EverJi00,QB,256.96
